Bat1,Bat2,Runs,BF,SR,4s,6s,Opposition,Ground,StartDate,Player
5,32,37,73,50.68,4,0,Australia,Sydney,2 Jan 1983,botham
15,26,41,76,53.94,5,0,New Zealand,The Oval,14 Jul 1983,botham
38,4,42,36,116.66,7,1,New Zealand,Leeds,28 Jul 1983,botham
8,61,69,130,53.07,8,0,New Zealand,Lord's,11 Aug 1983,botham
103,27,130,173,75.14,18,3,New Zealand,Nottingham,25 Aug 1983,botham
138,DNB,138,167,82.63,22,2,New Zealand,Wellington,20 Jan 1984,botham
18,0,18,32,56.25,1,0,New Zealand,Christchurch,3 Feb 1984,botham
70,-,70,108,64.81,10,2,New Zealand,Auckland,10 Feb 1984,botham
22,10,32,96,33.33,1,1,Pakistan,Karachi,2 Mar 1984,botham
64,38,102,148,68.91,14,1,West Indies,Birmingham,14 Jun 1984,botham
30,81,111,177,62.71,13,1,West Indies,Lord's,28 Jun 1984,botham
45,14,59,111,53.15,9,1,West Indies,Leeds,12 Jul 1984,botham
6,1,7,31,22.58,0,0,West Indies,Manchester,26 Jul 1984,botham
14,54,68,71,95.77,7,0,West Indies,The Oval,9 Aug 1984,botham
6,-,6,6,100,1,0,Sri Lanka,Lord's,23 Aug 1984,botham
60,12,72,74,97.29,11,2,Australia,Leeds,13 Jun 1985,botham
5,85,90,125,72,13,1,Australia,Lord's,27 Jun 1985,botham
38,DNB,38,35,108.57,7,0,Australia,Nottingham,11 Jul 1985,botham
20,-,20,25,80,3,0,Australia,Manchester,1 Aug 1985,botham
18,-,18,7,257.14,1,2,Australia,Birmingham,15 Aug 1985,botham
12,-,12,23,52.17,2,0,Australia,The Oval,29 Aug 1985,botham
15,29,44,53,83.01,5,2,West Indies,Kingston,21 Feb 1986,botham
2,1,3,19,15.78,0,0,West Indies,Port of Spain,7 Mar 1986,botham
14,21,35,45,77.77,6,0,West Indies,Bridgetown,21 Mar 1986,botham
38,25,63,122,51.63,9,0,West Indies,Port of Spain,3 Apr 1986,botham
10,13,23,28,82.14,4,0,West Indies,St John's,11 Apr 1986,botham
59*,-,59,36,163.88,8,2,New Zealand,The Oval,21 Aug 1986,botham
138,DNB,138,174,79.31,13,4,Australia,Brisbane,14 Nov 1986,botham
0,6,6,28,21.42,0,0,Australia,Perth,28 Nov 1986,botham
29,-,29,54,53.7,4,0,Australia,Melbourne,26 Dec 1986,botham
16,0,16,14,114.28,2,1,Australia,Sydney,10 Jan 1987,botham
48,-,48,69,69.56,5,1,Pakistan,Manchester,4 Jun 1987,botham
6,-,6,32,18.75,1,0,Pakistan,Lord's,18 Jun 1987,botham
26,24,50,111,45.04,5,0,Pakistan,Leeds,2 Jul 1987,botham
37,6,43,46,93.47,7,0,Pakistan,Birmingham,23 Jul 1987,botham
34,51*,85,291,29.2,12,0,Pakistan,The Oval,6 Aug 1987,botham
46,-,46,110,41.81,6,0,Australia,Birmingham,6 Jul 1989,botham
0,4,4,29,13.79,0,0,Australia,Manchester,27 Jul 1989,botham
12,absent,12,49,24.48,1,0,Australia,Nottingham,10 Aug 1989,botham
31,4*,35,83,42.16,3,0,West Indies,The Oval,8 Aug 1991,botham
22,DNB,22,33,66.66,4,0,Sri Lanka,Lord's,22 Aug 1991,botham
15,1,16,61,26.22,2,0,New Zealand,Wellington,6 Feb 1992,botham
DNB,-,-,-,-,-,-,Pakistan,Birmingham,4 Jun 1992,botham
2,6,8,39,20.51,0,0,Pakistan,Lord's,18 Jun 1992,botham
96,-,96,184,52.17,8,0,Sri Lanka,Perth,8 Dec 1995,ponting
71,DNB,71,94,75.53,9,1,Sri Lanka,Melbourne,26 Dec 1995,ponting
6,20,26,88,29.54,2,0,Sri Lanka,Adelaide,25 Jan 1996,ponting
14,13,27,69,39.13,3,0,India,Delhi,10 Oct 1996,ponting
88,9,97,178,54.49,11,1,West Indies,Brisbane,22 Nov 1996,ponting
9,4,13,50,26,1,0,West Indies,Sydney,29 Nov 1996,ponting
127,-,127,202,62.87,16,1,England,Leeds,24 Jul 1997,ponting
9,45,54,146,36.98,5,0,England,Nottingham,7 Aug 1997,ponting
40,20,60,131,45.8,6,1,England,The Oval,21 Aug 1997,ponting
26,73*,99,141,70.21,10,2,New Zealand,Brisbane,7 Nov 1997,ponting
16,-,16,31,51.61,2,0,New Zealand,Perth,20 Nov 1997,ponting
4,DNB,4,23,17.39,0,0,New Zealand,Hobart,27 Nov 1997,ponting
105,32,137,292,46.91,16,0,South Africa,Melbourne,26 Dec 1997,ponting
62,-,62,155,40,1,1,South Africa,Sydney,2 Jan 1998,ponting
26,23,49,156,31.41,7,0,South Africa,Adelaide,30 Jan 1998,ponting
18,2,20,41,48.78,1,0,India,Chennai,6 Mar 1998,ponting
60,9,69,152,45.39,8,0,India,Kolkata,18 Mar 1998,ponting
16,DNB,16,30,53.33,0,0,India,Bangalore,25 Mar 1998,ponting
76*,43,119,235,50.63,9,0,Pakistan,Peshawar,15 Oct 1998,ponting
21,DNB,21,61,34.42,1,0,England,Brisbane,20 Nov 1998,ponting
11,DNB,11,18,61.11,0,0,England,Perth,28 Nov 1998,ponting
5,10,15,58,25.86,1,0,England,Adelaide,11 Dec 1998,ponting
104,22,126,366,34.42,11,0,West Indies,Bridgetown,26 Mar 1999,ponting
21,21*,42,154,27.27,2,1,West Indies,St John's,3 Apr 1999,ponting
96,51,147,278,52.87,14,2,Sri Lanka,Kandy,9 Sep 1999,ponting
1,-,1,12,8.33,0,0,Sri Lanka,Galle,22 Sep 1999,ponting
105*,-,105,171,61.4,11,0,Sri Lanka,Colombo (SSC),30 Sep 1999,ponting
31,DNB,31,82,37.8,3,0,Zimbabwe,Harare,14 Oct 1999,ponting
0,DNB,0,7,0,0,0,Pakistan,Brisbane,5 Nov 1999,ponting
0,0,0,8,0,0,0,Pakistan,Hobart,18 Nov 1999,ponting
197,-,197,288,68.4,22,0,Pakistan,Perth,26 Nov 1999,ponting
125,21,146,252,57.93,17,0,India,Adelaide,10 Dec 1999,ponting
67,21*,88,117,75.21,6,0,India,Melbourne,26 Dec 1999,ponting
141*,-,141,183,77.04,17,1,India,Sydney,2 Jan 2000,ponting
20,-,20,42,47.61,2,0,West Indies,Brisbane,23 Nov 2000,ponting
5,-,5,20,25,0,0,West Indies,Perth,1 Dec 2000,ponting
92,11,103,171,60.23,11,0,West Indies,Adelaide,15 Dec 2000,ponting
23,26*,49,54,90.74,10,0,West Indies,Melbourne,26 Dec 2000,ponting
51,14*,65,152,42.76,7,0,West Indies,Sydney,2 Jan 2001,ponting
0,DNB,0,5,0,0,0,India,Mumbai,27 Feb 2001,ponting
6,0,6,16,37.5,1,0,India,Kolkata,11 Mar 2001,ponting
0,11,11,26,42.3,0,1,India,Chennai,18 Mar 2001,ponting
11,-,11,13,84.61,2,0,England,Birmingham,5 Jul 2001,ponting
14,4,18,15,120,3,0,England,Lord's,19 Jul 2001,ponting
14,17,31,51,60.78,6,0,England,Nottingham,2 Aug 2001,ponting
144,72,216,226,95.57,30,4,England,Leeds,16 Aug 2001,ponting
62,-,62,102,60.78,8,0,England,The Oval,23 Aug 2001,ponting
5,32*,37,36,102.77,2,1,New Zealand,Brisbane,8 Nov 2001,ponting
157*,-,157,218,72.01,20,1,New Zealand,Hobart,22 Nov 2001,ponting
31,26,57,63,90.47,12,0,New Zealand,Perth,30 Nov 2001,ponting
54,25,79,134,58.95,8,0,South Africa,Adelaide,14 Dec 2001,ponting
22,0*,22,40,55,3,0,South Africa,Melbourne,26 Dec 2001,ponting
14,DNB,14,19,73.68,3,0,South Africa,Sydney,2 Jan 2002,ponting
39,-,39,43,90.69,6,0,South Africa,Johannesburg,22 Feb 2002,ponting
47,100*,147,229,64.19,21,2,South Africa,Cape Town,8 Mar 2002,ponting
89,34,123,132,93.18,22,0,South Africa,Durban,15 Mar 2002,ponting
141,7,148,175,84.57,24,0,Pakistan,Colombo (PSS),3 Oct 2002,ponting
44,-,44,65,67.69,4,1,Pakistan,Sharjah,11 Oct 2002,ponting
150,-,150,266,56.39,14,3,Pakistan,Sharjah,19 Oct 2002,ponting
123,3,126,206,61.16,12,2,England,Brisbane,7 Nov 2002,ponting
154,-,154,269,57.24,9,0,England,Adelaide,21 Nov 2002,ponting
68,-,68,82,82.92,10,1,England,Perth,29 Nov 2002,ponting
21,30,51,67,76.11,6,1,England,Melbourne,26 Dec 2002,ponting
7,11,18,22,81.81,3,0,England,Sydney,2 Jan 2003,ponting
117,42*,159,261,60.91,22,1,West Indies,Georgetown,10 Apr 2003,ponting
206,45,251,466,53.86,28,1,West Indies,Port of Spain,19 Apr 2003,ponting
113,DNB,113,204,55.39,8,1,West Indies,Bridgetown,1 May 2003,ponting
10,-,10,28,35.71,1,0,Bangladesh,Darwin,18 Jul 2003,ponting
59,-,59,79,74.68,10,1,Bangladesh,Cairns,25 Jul 2003,ponting
37,-,37,65,56.92,6,0,Zimbabwe,Perth,9 Oct 2003,ponting
169,53*,222,320,69.37,31,2,Zimbabwe,Sydney,17 Oct 2003,ponting
54,50,104,163,63.8,12,1,India,Brisbane,4 Dec 2003,ponting
242,0,242,369,65.58,31,0,India,Adelaide,12 Dec 2003,ponting
257,31*,288,517,55.7,28,0,India,Melbourne,26 Dec 2003,ponting
25,47,72,152,47.36,9,0,India,Sydney,2 Jan 2004,ponting
21,28,49,117,41.88,6,0,Sri Lanka,Galle,8 Mar 2004,ponting
10,27,37,60,61.66,4,1,Sri Lanka,Kandy,16 Mar 2004,ponting
92,20,112,174,64.36,13,1,Sri Lanka,Colombo (SSC),24 Mar 2004,ponting
22,45,67,136,49.26,6,1,Sri Lanka,Cairns,9 Jul 2004,ponting
11,12,23,34,67.64,3,0,India,Mumbai,3 Nov 2004,ponting
51,-,51,84,60.71,7,0,New Zealand,Brisbane,18 Nov 2004,ponting
68,26*,94,136,69.11,11,0,New Zealand,Adelaide,26 Nov 2004,ponting
25,98,123,230,53.47,15,0,Pakistan,Perth,16 Dec 2004,ponting
7,62*,69,100,69,6,1,Pakistan,Melbourne,26 Dec 2004,ponting
207,4*,211,333,63.36,31,0,Pakistan,Sydney,2 Jan 2005,ponting
46,47*,93,179,51.95,13,2,New Zealand,Christchurch,10 Mar 2005,ponting
9,-,9,30,30,0,0,New Zealand,Wellington,18 Mar 2005,ponting
105,86*,191,194,98.45,25,6,New Zealand,Auckland,26 Mar 2005,ponting
9,42,51,83,61.44,4,0,England,Lord's,21 Jul 2005,ponting
61,0,61,81,75.3,12,0,England,Birmingham,4 Aug 2005,ponting
7,156,163,287,56.79,17,1,England,Manchester,11 Aug 2005,ponting
1,48,49,95,51.57,3,1,England,Nottingham,25 Aug 2005,ponting
35,DNB,35,56,62.5,3,0,England,The Oval,8 Sep 2005,ponting
46,54,100,187,53.47,10,1,ICC World XI,Sydney,14 Oct 2005,ponting
149,104*,253,371,68.19,23,0,West Indies,Brisbane,3 Nov 2005,ponting
17,0*,17,43,39.53,2,0,West Indies,Hobart,17 Nov 2005,ponting
56,3,59,139,42.44,6,0,West Indies,Adelaide,25 Nov 2005,ponting
71,53,124,213,58.21,16,0,South Africa,Perth,16 Dec 2005,ponting
117,11,128,227,56.38,13,0,South Africa,Melbourne,26 Dec 2005,ponting
120,143*,263,333,78.97,28,1,South Africa,Sydney,2 Jan 2006,ponting
74,1,75,116,64.65,8,1,South Africa,Cape Town,16 Mar 2006,ponting
103,116,219,412,53.15,23,2,South Africa,Durban,24 Mar 2006,ponting
34,20,54,72,75,6,2,South Africa,Johannesburg,31 Mar 2006,ponting
21,118*,139,285,48.77,16,0,Bangladesh,Fatullah,9 Apr 2006,ponting
52,-,52,94,55.31,4,1,Bangladesh,Chittagong,16 Apr 2006,ponting
196,60*,256,404,63.36,28,0,England,Brisbane,23 Nov 2006,ponting
142,49,191,310,61.61,17,0,England,Adelaide,1 Dec 2006,ponting
2,75,77,139,55.39,9,0,England,Perth,14 Dec 2006,ponting
7,-,7,28,25,0,0,England,Melbourne,26 Dec 2006,ponting
45,DNB,45,72,62.5,6,0,England,Sydney,2 Jan 2007,ponting
56,-,56,85,65.88,7,0,Sri Lanka,Brisbane,8 Nov 2007,ponting
31,53*,84,168,50,4,1,Sri Lanka,Hobart,16 Nov 2007,ponting
4,3,7,20,35,0,0,India,Melbourne,26 Dec 2007,ponting
55,1,56,73,76.71,9,0,India,Sydney,2 Jan 2008,ponting
20,45,65,106,61.32,8,0,India,Perth,16 Jan 2008,ponting
140,-,140,266,52.63,10,0,India,Adelaide,24 Jan 2008,ponting
158,5,163,231,70.56,16,1,West Indies,Kingston,22 May 2008,ponting
65,38,103,171,60.23,9,0,West Indies,North Sound,30 May 2008,ponting
18,39,57,93,61.29,2,3,West Indies,Bridgetown,12 Jun 2008,ponting
123,17,140,277,50.54,15,0,India,Bangalore,9 Oct 2008,ponting
5,2,7,34,20.58,1,0,India,Mohali,17 Oct 2008,ponting
87,DNB,87,165,52.72,14,0,India,Delhi,29 Oct 2008,ponting
24,8,32,47,68.08,5,0,India,Nagpur,6 Nov 2008,ponting
4,17,21,34,61.76,1,0,New Zealand,Brisbane,20 Nov 2008,ponting
79,-,79,124,63.7,13,0,New Zealand,Adelaide,28 Nov 2008,ponting
0,32,32,56,57.14,4,0,South Africa,Perth,17 Dec 2008,ponting
101,99,200,295,67.79,17,1,South Africa,Melbourne,26 Dec 2008,ponting
0,53,53,58,91.37,9,0,South Africa,Sydney,3 Jan 2009,ponting
83,25,108,178,60.67,15,1,South Africa,Johannesburg,26 Feb 2009,ponting
9,81,90,126,71.42,13,0,South Africa,Durban,6 Mar 2009,ponting
0,12,12,30,40,1,0,South Africa,Cape Town,19 Mar 2009,ponting
150,-,150,224,66.96,14,1,England,Cardiff,8 Jul 2009,ponting
2,38,40,84,47.61,6,0,England,Lord's,16 Jul 2009,ponting
38,5,43,54,79.62,5,0,England,Birmingham,30 Jul 2009,ponting
78,-,78,101,77.22,12,1,England,Leeds,7 Aug 2009,ponting
8,66,74,118,62.71,11,0,England,The Oval,20 Aug 2009,ponting
55,-,55,79,69.62,8,1,West Indies,Brisbane,26 Nov 2009,ponting
36,20,56,107,52.33,6,1,West Indies,Adelaide,4 Dec 2009,ponting
23*,2,25,31,80.64,2,1,West Indies,Perth,16 Dec 2009,ponting
57,12,69,74,93.24,9,0,Pakistan,Melbourne,26 Dec 2009,ponting
0,11,11,22,50,0,0,Pakistan,Sydney,3 Jan 2010,ponting
209,89,298,476,62.6,37,0,Pakistan,Hobart,14 Jan 2010,ponting
41,DNB,41,86,47.67,5,0,New Zealand,Wellington,19 Mar 2010,ponting
22,6,28,51,54.9,4,1,New Zealand,Hamilton,27 Mar 2010,ponting
26,0,26,45,57.77,4,0,Pakistan,Lord's,13 Jul 2010,ponting
6,66,72,137,52.55,7,0,Pakistan,Leeds,21 Jul 2010,ponting
71,4,75,128,58.59,11,0,India,Mohali,1 Oct 2010,ponting
77,72,149,264,56.43,19,1,India,Bangalore,9 Oct 2010,ponting
10,51*,61,69,88.4,5,1,England,Brisbane,25 Nov 2010,ponting
0,9,9,20,45,2,0,England,Adelaide,3 Dec 2010,ponting
12,1,13,19,68.42,3,0,England,Perth,16 Dec 2010,ponting
10,20,30,111,27.02,4,0,England,Melbourne,26 Dec 2010,ponting
44,4,48,92,52.17,7,0,Sri Lanka,Galle,31 Aug 2011,ponting
48,28,76,171,44.44,9,0,Sri Lanka,Colombo (SSC),16 Sep 2011,ponting
8,0,8,37,21.62,0,1,South Africa,Cape Town,9 Nov 2011,ponting
0,62,62,141,43.97,6,0,South Africa,Johannesburg,17 Nov 2011,ponting
78,DNB,78,140,55.71,12,0,New Zealand,Brisbane,1 Dec 2011,ponting
5,16,21,46,45.65,2,0,New Zealand,Hobart,9 Dec 2011,ponting
62,60,122,191,63.87,9,0,India,Melbourne,26 Dec 2011,ponting
134,-,134,225,59.55,14,0,India,Sydney,3 Jan 2012,ponting
7,-,7,6,116.66,1,0,India,Perth,13 Jan 2012,ponting
221,60*,281,500,56.2,26,0,India,Adelaide,24 Jan 2012,ponting
4,14,18,33,54.54,2,0,West Indies,Bridgetown,7 Apr 2012,ponting
7,41,48,111,43.24,3,0,West Indies,Port of Spain,15 Apr 2012,ponting
23,57,80,190,42.1,6,0,West Indies,Roseau,23 Apr 2012,ponting
0,-,0,5,0,0,0,South Africa,Brisbane,9 Nov 2012,ponting
4,16,20,37,54.05,4,0,South Africa,Adelaide,22 Nov 2012,ponting
4,8,12,30,40,2,0,South Africa,Perth,30 Nov 2012,ponting
